emotion,lyric
두려움,"Yeah, Yeah"
두려움,어두운 밤에 나 홀로
두려움,한계치를 넘어선 독
두려움,끝이 없는 어둠 And that's real talk
두려움,몸 부림 치는 것도
두려움,무의미해지는 곳
두려움,지독한 밤들을 어서 지워줘 Antidote
두려움,상처를 치료해줄 사람 어디 없나
두려움,가만히 놔두다간  끊임없이 덧나
두려움,사랑도 사람도 너무나도 겁나
두려움,혼자인게 무서워 난 잊혀질까 두려워
두려움,언제나 외톨이 맘의 문을 닫고
두려움,슬픔을 등에 지고 살아가는 바보
두려움,두 눈을 감고 두 귀를 막고
두려움,캄캄한 어둠속에 내 자신을 가둬
두려움,365일 1년 내내
두려움,방황하는 내 영혼의 조작 키를 잡은 Jack Sparrow
두려움,몰아치는 Hurricane 졸라매는 허리끈에
두려움,방향감을 상실하고 길을 잃은 소리꾼
두려움,내 안에 숨어 있는 또 다른 나와 싸워
두려움,그녀가 떠나갈때 내게 말했었지
두려움,너는 곁에 있어도 있는 게 아닌것 같다고
두려움,만지면  베어버리는 칼날같은 사람
두려움,심장이 얼어붙은 차가웠던 사랑
두려움,그래 1분 1초가 사는게 사는게 아냐
두려움,매일 매일이 너무나 두려워
두려움,M'aider누가 날 좀 꺼내줘
두려움,아무도 모르게 다가온 이별에 대면했을때
두려움,또 다시 혼자가 되는게 두려워 외면했었네
두려움,꿈에도 그리던 지나간 시간이 다시금 내게로
두려움,되돌아오기를 바라며 간절한 맘으로 밤마다 기도했었네
두려움,시위를 당기고 내 손을 떠나간 추억의 화살이
두려움,머나먼 과녁을 향해서 한없이 빠르게 날아가
두려움,내게로 돌아와 달라고 내 손을 붙잡아 달라고
두려움,부르고 불러도 한없이 소리쳐 대봐도
두려움,아무런 대답이 없는 널
두려움,내 기억 속에서 너라는 사람의
두려움,존재를 완전히 지우려 끝없이 몸부림쳐 봐도
두려움,매일밤 꿈에서 그대가 나타나 흐르는 눈물을 닦아주는걸
두려움,나 어떡하라고 다 끄떡없다고
두려움,거짓말 하라고 더는 못 참겠다고
두려움,나도 아플 땐 아프다고 슬플땐 슬프다고
두려움,얼어 붙은 심장이 자꾸만 내게로 고자질해
두려움,정말로 끝이라고 정말로 괜찮다고
두려움,꾹 참고 참았던 눈물이 자꾸만 내게로 쏟아지네
두려움,가만히 놔두다간 끊임없이 덧나
두려움,La-La
두려움,La-La-La
두려움,"La-La, La, La"
두려움,La
두려움,"La-La, La"
두려움,어두운 밤보다 낮이
두려움,무서워져
두려움,빛이 닿지 않는
두려움,내 방이
두려움,익숙해져 하나씩
두려움,Am I just crazy or dreamin' awake?
두려움,이제는 I can't escape
두려움,반복된 하루에 무뎌져가- oh i no
두려움,눈을 가려
두려움,Demons in the night
두려움,Para-Noia
두려움,Don't you look behind!
두려움,Oh my my my
두려움,난 숨겨져 있길 원해
두려움,"Don't ma, ma, mind"
두려움,아무도 찾지 못하게
두려움,You can run
두려움,You can hide
두려움,But they always find
두려움,번져가 in your heart
두려움,They live in the dark!
두려움,La-La-La (Uh!)
두려움,빛 하나 없는 공간
두려움,어둠이 올 때
두려움,표정따윈 다 사라져 또 이렇게
두려움,끊임없이 들려와 지독한 밤
두려움,Wasn't with me back then
두려움,but they right here now
두려움,날 찾아오는 악몽에
두려움,Nightmares make me go insane
두려움,까맣게 짙어진 밤
두려움,내 맘속에 있는 monster
두려움,Alone in the dark
두려움,턱 끝까지 차오르는 숨이
두려움,"날 깨워, I I I I Wanna"
두려움,더럽혀진 생각은 이미
두려움,"번져가, I I I don't wanna"
두려움,"Ah, ah, I I don't wanna"
두려움,"Ah, ah!"
두려움,깨지 않는 악몽같이
두려움,파고들어 더 깊숙이
두려움,They live in the dark
두려움,처음 여기서 걸음마를 뗐어
두려움,세상이란 큰 숲 가시 가득해서
두려움,인생이 순탄할 것만 같았던
두려움,내 생각은 오래 쓰다 짧아진
두려움,몽당연필 같았어
두려움,내게 주어진 가장 좋은 기회
두려움,모두들 부러워할 때 난 한숨을 쉬네
두려움,두려움과 무서움 속 난 발버둥을 쳐대
두려움,날 좀 도와달라고 허공에 소리쳐대네
두려움,난 너무 일찍 깨달았지
두려움,누구나 변하는 게 세상이지
두려움,나도 그럴까봐 겁이 나지
두려움,모두가 변해도
두려움,I wanna be me
두려움,거울 보면
두려움,나도 날 잘 몰라서 내게 물어봐
두려움,지금 네 인생에 만족한가
두려움,내가 잘 하고 있나 지금 이 길이 맞나?
두려움,수천 수백 번 생각해 난 뭘 하는 걸까?
두려움,Hook>
두려움,Who am I
두려움,Who am I - I -
두려움,나도 아 -
두려움,직 날 잘 몰라
두려움,거울 속 내가 하는 말
두려움,누가 뭐래도 Baby this is me!
두려움,못났지만 Baby this is me
두려움,부족하지만 Baby this is me
두려움,Haters and 안티s Dissin me
두려움,But I'm sorry this is me
두려움,This is me this is real me
두려움,안 될 것만 같던 내 생각이
두려움,항상 꿈만 꿨던 것이 현실이
두려움,되어 빛이 되어 내게 찾아왔어
두려움,놓치기 싫었어
두려움,사람들의 편견을 깨부수고 (깨부수고)
두려움,올라왔지 결국 내 힘으로
두려움,잠깐 멈추고 물어봐
두려움,Ask ya self who am I
두려움,Baby Love your self
두려움,Trust your self
두려움,Be your self
두려움,Don't hate your self
두려움,Love your self
두려움,Yeah
두려움,Love me or hate me but this is me
두려움,yeah yeah uh
두려움,This is me
두려움,그것은 현실이었던가
두려움,상상이 불러들인 환영인가
두려움,복수에 불타오른 눈빛
두려움,혼돈속 느껴지던
두려움,죽음이란 낯선 공포
두려움,무얼까 그것은
두려움,현실이었던가
두려움,스쳐간 어두웠던 지난 기억
두려움,암흑 속 악몽되어
두려움,눈앞에서 펼쳐졌나
두려움,내 가슴 속 후회의 실체인가
두려움,내 영혼속 양심의 부름인가
두려움,내 뒤를 다가오는 죽음
두려움,내 앞을 가로막는 핏빛 저주
두려움,한순간 사라져간 삶과 죽음
두려움,흩어져 잊혀져간 기억 저편 짧은 만남
두려움,그것이 나의 잘못인가
두려움,피할 수 없었던 건 너의 운명
두려움,왜 모두 나를 탓하는가
두려움,왜 모두 내 이름을
두려움,증오하며 저주하나
두려움,내 공포는 속죄의 시작인가
두려움,내 속죄는 진실로 내 뜻인걸까
두려움,바람의 기억은 사라져버리고
두려움,남은건 오직 복수와 증오
두려움,누가 악한가 죄악이란 무언가
두려움,누가 선한가 선함이란 무언가
두려움,지난 내 시간 나는 항상 악했나
두려움,누가 정했나 볼 수 없는
두려움,내 양심의 빛깔
두려움,벌을 받은 자 그는 진정 악했나
두려움,성공하는 자 그는 진정 선했나
두려움,삶의 혼돈 속 언제나
두려움,방황하는 무엇도
두려움,정답이 아닌 세상
두려움,누구도 끝을 볼 수도
두려움,알 수 없는 그것이 바로 인생
두려움,이 모든건 나의 선택
두려움,후회없어 난
두려움,도리안 니가 나라면
두려움,도리안 내가 너라면
두려움,니 젊음을 나에게 줘
두려움,나의 심장을 너에게 줄게
두려움,시간을 멈춰준다면
두려움,나의 영혼을 너에게 줄게
두려움,숨겨둔 너를 만날 순간
두려움,또다른 내 모습을 만날 시간
두려움,우리가 바꾼 것은 뭘까
두려움,너에게 내가 준건 무엇일까
두려움,니 얼굴 다시 변했다면
두려움,더욱 더 추해지고 늙어졌다면
두려움,그것은 내 양심의 빛깔인가
두려움,내 선택 죄악으로 물들었나
두려움,너를 보리라
두려움,너의 얼굴을 숨겨진 내 모습
두려움,내 속에 또다른 너
두려움,또다른 너 숨겨진 나
두려움,홀로 남은 지 수개월째
두려움,내 영혼은 식어 갔어
두려움,눈빛을 잃어 감각을 잃어
두려움,눈을 떠보려 애썼지만
두려움,뿌연 장막이 앞을 가려
두려움,누군가 원해 네가 필요해
두려움,아 눈을 뜨고 싶어
두려움,아 나를 도와줘
두려움,몸을 뒤척여 보았지만
두려움,손끝마저 굳어 있어
두려움,아 너를 보고 싶어
두려움,아 하지만 나는 In your eyes
두려움,In your eyes
두려움,아 너는 보고 있어
두려움,아 네게 갇힌 날
두려움,무엇을 위해 날 버렸니
두려움,누구를 위해 널 버렸니
두려움,두려움에 떨어
두려움,판단을 잃어
두려움,아 나는 보고 있어
두려움,아 너의 눈속의 날
두려움,믿고 싶지 않아
두려움,처음 그때처럼 모두
두려움,그때로
두려움,흘린 내 눈물만큼 흘러가
두려움,시간을 헤매다 헤매다가
두려움,잃어버린 나를
두려움,다 잊지 못해
두려움,미치도록 가슴이 아픈데
두려움,미련하게도 떠나지 못해
두려움,어둠 속에 묻혀
두려움,혼자 남겨진다 해도
두려움,거짓말이라고 제발 말해줘
두려움,아픈 내 기억만큼
두려움,깊어진 상처를 지우고 지우다가
두려움,잃어버린 나를 다 잊지 못해
두려움,아무 일도 없었던 것처럼
두려움,그때 그날로 돌아갈래요
두려움,방 구석에 처박혀서
두려움,예쁜 음악을 듣고있어
두려움,니가 내게 들려줬던
두려움,아득한 이야기처럼
두려움,지금 꿈 꾸는 중이라
두려움,아무 소리도 들리지 않아
두려움,부디 이 세상이 날 찾지 않기를 바라
두려움,깜깜해도 괜찮아
두려움,불켜지 말아
두려움,걍 이대로 놔둬
두려움,내 그림자가 너무 커서
두려움,난 볼 수 없어 똑바로
두려움,I don't cry but I feel swallowed
두려움,또 어둠속에 날 가둬
두려움,너랑 함께 할 수 없다면
두려움,어차피 사는건 외로워
두려움,다 나갔으면 해 나만의 세계에서
두려움,가슴에 구멍난 배처럼 가라앉네 계속
두려움,Don't tell me why 미안해 걍 내가 못돼서 그래
두려움,내가 못돼서 내가 못돼서
두려움,만약에
두려움,만약에 내가 더 좋은 사람이었다면
두려움,넌 나를 깨웠을까 날 꺼낼 수 있을까 싶어
두려움,이대로 모두 멈춰버리면 영원의 어디쯤일까
두려움,우리가 그토록 가려고 했던 그 곳과 이름만 같은 시간
두려움,Get me out of my r-o-o-o-o-m
두려움,모두 멈춰 버린 내 방 안에
두려움,겨우 몇 평 안 되는 불안한 생각들이 방황해
두려움,난 가만히 얼룩진 벽지 앞에 앉아서
두려움,나를 대신할 자국들을 남기기로해
두려움,연필을 꺼내들어
두려움,이 말들이 뻔해도
두려움,유치하다고 해도 걔한테 부디 전해줘
두려움,사랑해 오래토록
두려움,니가 날 떠나도
두려움,내 방처럼 내 맘 변하지 않을 거라고
두려움,oh oh  I'm still in my room
두려움,I'll keep my love
두려움,다 지나간 것들을 지우는 법
두려움,이 지겨운 추억들을 비우는 법
두려움,그런건 모르겠다고
두려움,널 부르겠다고
두려움,이 방을 한가득 다 채울때까지
두려움,니가 내 방에 찾아와 다시 나를 깨울때까지
두려움,아득한 이야기 처럼
두려움,Jesus please save me -
두려움,나의 삶에 죄의 반복
두려움,주의 얼굴 보지 않네
두려움,소망없이 걷는 이길
두려움,나의 삶은 빛이 없네
두려움,주의 손을 붙잡고파
두려움,주를 보게 하소서
두려움,소망있는 주의 길로
두려움,나의 삶을 이끄소서
두려움,내 삶에 빛이 되주소서
두려움,주 얼굴 보게하소서
두려움,내 길을 인도하여 주옵소서
두려움,세상의 빛이 되주소서
두려움,주의 길로 인도하여주소서
두려움,Jesus please save me
두려움,Jesus save me jesus save me
두려움,나의 기도를 들으소서 어둠이 날 가두어
두려움,주의 얼굴 보이지 않네 난 두려움에 빠져
두려움,한없이 당신을 탓만 하고 이 삶을 살아가지
두려움,수많은 시간들은 지나가고
두려움,난 또 길을 해메듯이 방황을 하지
두려움,이제는 어둠이 아닌 내가 당신을 보지 않기에
두려움,난 더 악해져만 가 그래야
두려움,삶을 더 살아갈 수 있을거 같아
두려움,나의 마음 절대 이렇지 않는데
두려움,난 변해가는 내자신이 무서워
두려움,수많은 시간을 원래에 나를 찾겠다 다짐만하지
두려움,내 삶은 벼랑 끝에있는 사람 같기에
두려움,나에게 손을 내밀어 나를 잡아주소서
두려움,나는 이제 삶을 살아갈 자신이 없어
두려움,그러니 늦기전에 나의 기도를 들어주소서
두려움,내 길을 인도하여주옵소서
두려움,수많은 인생에 고난과 역경 속에
두려움,난 마지막 끝까지  주님을 따라가는것
두려움,그것을 바라기에 난 오늘도 이렇게 기도하지
두려움,jesus please save me
두려움,다가서려 하면 두려워져
두려움,Right now still now
두려움,만지려고 하면 사라지는
두려움,너 너
두려움,꿈을 꾸듯 네게 자꾸 빨려 들어
두려움,내 생각관 달리
두려움,이러면 안될 것 같은 생각이 들지만
두려움,그럴 수록
두려움,니가 너무 겁이 나
두려움,이런 내가 되게 한 널 지우고 싶어
두려움,니가 뭔데 나를 울려 Please go
두려움,너를 좋아하면 후회할 걸
두려움,I know I know
두려움,너를 사랑하면 망가질 걸
두려움,그렇지만 네게 자꾸 빨려 들어
두려움,그럴수록 더
두려움,니가 뭔데 나를 울려
두려움,Please go from me baby
두려움,나의 맘이 겁이 나
두려움,점점 네게 달려가는 나의 여린 맘이
두려움,이런 내게 화가 나
두려움,자꾸 너를 그리워 해
두려움,나 너무 겁이 나
두려움,뒤돌아 봤을 때
두려움,생각보다 멀리
두려움,와있었어 난 혼자였고
두려움,문득 겁이 났지
두려움,내가 날 봤을 때
두려움,지쳐있단 사실을
두려움,몰랐었어 난 외로웠고
두려움,넌 잘하고 있어 헷갈릴 때면
두려움,여태 그랬던 것처럼 그냥 Go
두려움,너답게 해 너는 너를 알아
두려움,연습했잖아 한 수 천 번은 말야
두려움,좌절 한 두 번 이젠 시시해
두려움,원래 기회라는 건 인생의 위기에
두려움,넌 알잖아 다시 일어나는 법
두려움,천국여행 간다며 어서 싸 캐리어
두려움,멈추지 마라 아직 할 일 많아
두려움,뒷바라지하는 부모님의 사진봐
두려움,넌 동생들의 거울이자 가족들의 별
두려움,네가 잠을 줄여야만
두려움,그들이 편하게 숙면
두려움,야 이 병신아 티 좀 내지마
두려움,마음 단단히 먹어 알아 외롭지만
두려움,견뎌내야 돼
두려움,눈물 흘리냐 사내새끼가
두려움,뚝 그치고 다시 들어 책임감
두려움,eh 아무것도 보기 싫었을 때
두려움,억지로 눈을 부릅뜬 건
두려움,그냥 겁나서
두려움,덜컥 겁이 나서 그래 u eh o
두려움,아무 말도 하기 싫었을 때
두려움,일부러 목소릴 높인 건
두려움,There is no other reason
두려움,겁이 나 난 겁이 나
두려움,입버릇처럼 말했어
두려움,언제나 나는 나를 믿어
두려움,상대는 없다며
두려움,But enemy was in my mirror
두려움,계속된 싸움에 이성을 잃었었나봐
두려움,내가 나를 죽였어
두려움,엄마도 내 눈치를 봐
두려움,대중의 관심을 받는 게 eh
두려움,CCTV 속에 사는 게 eh
두려움,한곳만 죽어라 팠는데
두려움,그게 내 무덤이 될 수도
두려움,있다는 게 무서웠어
두려움,아버지 날 보고 있다면
두려움,정답을 알려줘
두려움,어른이 되기엔 난 어리고 여려
두려움,아직도 방법을 모르고
두려움,부딪히는 짓만 하기엔
두려움,너무 아프다는 걸
두려움,이제 알았어 너무 늦었나봐
두려움,무식하게 채찍질만 하기엔
두려움,아물지 않은 상처가 너무 많아
두려움,자꾸 겁이 나
두려움,난 모든 게 감사해
두려움,내 종교를 떠나서
두려움,6년 전부터 이 꼬맹이를
두려움,이용하려 했던
두려움,악덕 대표님들 조차
두려움,날 구원해준 지금의 회사도
두려움,이 무대를 내어준 수많은 참가자도
두려움,남자의 삶을 알려준
두려움,하늘에 계신 큰아빠도
두려움,가족 내 어깨들과
두려움,형제 같은 멤버들도
두려움,딱 오늘까지만 위로를 받고
두려움,내일부턴 겁쟁이가 아닌
두려움,성숙해진 나로
두려움,Can you see me now
두려움,Anybody save me from this fear
두려움,oh
두려움,Can you hear me now
두려움,woah
두려움,woo
두려움,너무 살가웠던 네가
두려움,언제나 다정했던 네가
두려움,꼭 오늘 따라
두려움,다른 사람 같아
두려움,어떻게 해야 해
두려움,자꾸 겁이나
두려움,익숙한 거리들을 지나
두려움,오랜만에 널 만나러 가는 길
두려움,하늘은 아주 맑고 사람들은 좋아 보여
두려움,오늘따라 왠지 입을 옷 고르기가 힘드네
두려움,내게 할 말이 있다는 너 부디 좋은 소식이길
두려움,자주 가던 까페 골목길을 걷다
두려움,가슴이 순간 일렁거려 주저앉았어
두려움,아마 햇볕이 뜨거워 그런 거겠지
두려움,만나면 하려던 말보다 일단 그냥 날 꽉 안아줘 대신
두려움,헤어지자 할까 겁나 겁나
두려움,너와 끝이라 할까 또 겁나 겁나
두려움,날 모르는
두려움,사람처럼 넌
두려움,울고 있는 눈을 피하잖아
두려움,내가 잊혀질까 봐 더 겁나 겁나
두려움,아직도 고갤 숙인 채
두려움,아무 말도 하지 않고 서있는 네가
두려움,너무 겁나
두려움,네 눈빛만 봐도 알아
두려움,무슨 말을 할지 난 알아
두려움,듣고 싶지 않아
두려움,참아줘 오늘만
두려움,네가 떠날까 봐 난 또 겁이나
두려움,멀리서 널 불렀을 때 전처럼 내게 웃어주기를
두려움,좀 서먹했던 우리 감정이 눈 녹듯 녹기를
두려움,첨 만났을 때의 설렘 네가 기억해 내기를
두려움,그래서 지금 느끼는 불안한 예감이 맞지 않기를
두려움,오늘은 오랜만에 널 보기로 한 날
두려움,바람은 쓸쓸하고 하늘은 높아
두려움,하려했던 말보단 날 일단 꽉 안아줘
두려움,보고 싶었어 상처주지 말아줘
두려움,정말 끝이라 할까 또 겁나 겁나
두려움,사람처럼 지금
두려움,텅 빈 마음 네가 그리워 채울 수 없어서 괴로워
두려움,흐려져 가는 너를 잡을 수 없는 꿈같은
두려움,아프게 했던 모든 말에 힘들게 했던 썩은 맘이
두려움,후회 돼 또 겁이 나 사과조차 할 수 없니
두려움,하루 종일 너 때문에 힘들어 나 벌받는 거니
두려움,내가 다 저질러 놓고 더 괴롭게 고통받는 거니
두려움,후회할수록 더 내 맘이 찌르듯이 아픈 걸
두려움,후횐 가시가 될걸 가시가 될걸 가시가 될걸
두려움,하늘과 시린 바람만이 감싸주고
두려움,우리의 추억 흔적 나를 미워하네
두려움,왜 나일까 하고 왜 너일까
두려움,슬픔에 버텨도 괜찮을까
두려움,나는 겁이 나 그래 겁이 나
두려움,멀어지는 게 (잊혀지는 게)
두려움,다른 길 걷는 게 (기다리는 게)
두려움,왜 난 겁이 나 왜 인데
두려움,겁겁겁 겁이 나 나를 버려두고 가는 네가
두려움,겁겁겁 겁이 나 겁겁겁 겁이 나
두려움,내게 말해봐 욕이라도 해봐
두려움,목소리라도 듣고 싶은 이 밤에
두려움,이기적이란 거 알아
두려움,철없는 날 용서하길 바래
두려움,우선 내 잘못은 나도 알아 너무 미안
두려움,혼자만의 생각이 많아서 너에게 그랬어
두려움,혼자서 느끼는 밤이 나는 너무나 싫었기에
두려움,둘이서 보내는 시간은 이제 추억 속에 남아있어
두려움,제발 그때 그러지 말걸 하며 너를 가두지 마
두려움,다음엔 그러지 않게 내가 손수 붙잡아 줄게
두려움,너의 잔재가 남아있어
두려움,내 곳곳에 후회할 일만 가득해 걷잡을 수 없이
두려움,오늘도 난 무너져 내린다 겁이 난다
두려움,네가 이해할 수 있는 최선이라 여겨지는 곳에서
두려움,너를 바라보면서 살아갈 것 같아 겁이 난다
두려움,이 두려움에 시작은 너로 부터 온 거니까
두려움,내가 연애 못하는 이유를 알려줄게
두려움,나는 사람을 너무 쉽게 믿지
두려움,사람은 다 변하기 마련이니까
두려움,너는 너무 사랑을 믿지마
두려움,내가 연애 못하는 진짜 이유
두려움,헤어질까 두려워 감정자체가 무서워
두려움,사랑을 구걸하는 내가 너무 비참해
두려움,그러니까 so don't think too much yourself
두려움,너도 그럴수록 너만 힘들 뿐이잖아 밤에 우는 연애는 싫어
두려움,너는 내게 항상 말하지 (나한테 털어놔봐)
두려움,내가 어떻게 다 말 하겠어
두려움,헤어질까 두려운 연앤 하는게 아니래
두려움,우린 헤어지는게 맞는데
두려움,버려질까 두려워 상처받는게 무서워
두려움,사랑을 져버리는 내가 너무 한심해 (wa a a)
두려움,너도 그럴수록 너만 힘들 뿐이잖아 이건 너한테 하는 노래
두려움,Wa a a wa a a
두려움,Woo yeah wah-oh
두려움,사랑을 구걸하는 내가 너무 비참해 (wa a a)
두려움,미래라는 종이에 나라는 글씨를 써
두려움,펜을 들고 용기를 내어 손을 뻗어
두려움,종이는 이미 검게 칠해져버렸고
두려움,아마 내가 설 자린 없던게 아닐까
두려움,다 지나온 길인걸
두려움,기억은 생기를 잃고
두려움,다가올 일들이
두려움,어두워 보이지 않아
두려움,맞이할 흐름이 두려워
두려움,고개를 떨군 것도
두려움,나아갈 자신이 없어
두려움,내딛지 못했던 것도
두려움,일상과도 같은 무력함에
두려움,지배당한 것도
두려움,모두 제자리에 다 묶여진 것 같아
두려움,과거라는 책자에 나라는 글씨를 봐
두려움,이렇게 텅 빈 자리가 많이있었나
두려움,난 밝게 빛났다 착각을 하고 있었고
두려움,실은 검디검은 글씨일 뿐이었다고
두려움,Rise up
두려움,I said rise up
두려움,난 모르겠어 난 모르겠어
두려움,아무 일 없는데
두려움,왜 이렇게 기분이 까말까
두려움,이런 날엔 취하고서 어지럽게
두려움,이러긴 싫은데
두려움,이 불안감을 삼켜요
두려움,내 목소리를 듣지 마요
두려움,일그러진 표정을
두려움,들키지 않을 수 있도록
두려움,죽는 게 두려워져
두려움,방문을 뛰쳐나갔어
두려움,변기통을 붙잡고
두려움,역겨운 이 하루를 게워내고
두려움,지나가는 밤을 기억하지 마
두려움,사라지는 나를 붙잡지는 마
두려움,이건 너와 나의 비밀인 거야
두려움,I'll be alone
두려움,그래 나는 네가 보는 그대로야
두려움,그래 나도 거짓말은 정말 싫어 (정말)
두려움,외로움을 품은 저 괴물보단
두려움,추억을 품은 나를 사랑해
두려움,난 나를 사랑해 (나를 사랑해)
두려움,난 나를 잘 알아 (나를 잘 알아)
두려움,넌 나를 잘 몰라 (나를 잘 몰라)
두려움,사실 나도 날 몰라
두려움,그래서 내 추억이 좋아
두려움,외로운 꼴을 못 보니까
두려움,난 사랑할 거야
두려움,날 사랑할 거야
두려움,지나가는 밤을 기억하지 마 (기억하지 마)
두려움,사라지는 나를 붙잡지는 마 (붙잡지는 마)
두려움,I'll be alone (I'll be alone)
두려움,도망치듯 밤을 기억하지 마 (기억하지 마)
두려움,이제는 정말 괜찮을 거야
두려움,나도 사실 불안한 거야
두려움,아마 우린 피하고 싶은 거였을까
두려움,이 현실은 내가 있을 곳은 처음부터 없었나
두려움,아무렇지 않아 삐걱대던 지난밤
두려움,그저 거품일 거야
두려움,기억나지 않아 이제 아침이야
두려움,삼촌 나는 언제쯤 어른이 될까
두려움,아직 나는 세상이 무섭고 어려워
두려움,두 손을 잡고 날개를 펼쳐 보아도
두려움,아파하고 찢어질까 두려워
두려움,나이를 먹었어도 똑같애
두려움,날개는 찢어지고 피가 나고 답답해
두려움,그래도 삼촌이니까 조금 꼰대처럼 말하면
두려움,두려움은 잠시 내려놔라
두려움,별이 빛날 수 있는 건 달을 믿기 때문이야
두려움,넌 혼자가 아니야 다들 옆에 있잖아
두려움,지금 할 수 있는 일을 생각해
두려움,그게 쌓이면 경험이 되고 용기가 되는 거야
두려움,깊이 파인 내 상처가 날 두렵고 아프게 해
두려움,굳게 닫힌 내 마음은 두려움만 차오는데
두려움,문득 이 작은 맘속에 어린 씨앗이
두려움,돋아날 수는 있을까 두려워
두려움,나도 내가 어른인 줄 몰랐는데
두려움,혼자 눈물을 닦다 보니 어른이 돼있더라
두려움,너랑 얘기하다 보니 나도 참 두렵다
두려움,차도 있고 돈도 있지만 내일이 무섭다
두려움,이 날개가 또 언제 찢어질지
두려움,이 나이에도 이별은 여전히 두렵지
두려움,왜 아픔은 익숙해지지 않는 건지 하
두려움,난 아직도 두려워
두려움,나도 두려워
두려움,내 대답에 확실히 않아
두려움,나도 마찬가지야
두려움,내 선택이 맞긴 한 걸까
두려움,확실한 건 어른이 된다는 건
두려움,그 두려움이 무뎌진다는 것
두려움,사실 정답은 없어 알고 있잖아
두려움,한 발짝 나아가며 찾고 있잖아
두려움,서로 손을 잡고서 나아가보자
두려움,마음의 어른이 되기 위해서
분노,i'm a crazy dog
분노,i'm a crazy dog crazy dog
분노,미친개 그래 미친개
분노,미친개 맞아 미친년
분노,내 앞에서 지껄여 봐
분노,who the f***
분노,못하겠으면 닥치고 그냥 엿먹어
분노,눈 가리고 아웅 다웅 애기같은 손짓
분노,뭣도 모르면서
분노,막상 무대서면 죄다 뻘짓
분노,겉으로는 걱정하듯 항상 말하잖아
분노,웃음 팔아 먹으면서 너 좀 살만하냐?
분노,그에 대한 대답은 간단하게 해줄게
분노,내가 설마 X밥인데 아이돌을 하겠냐
분노,내가 랩을 한단 이유로 까던 병신들은
분노,내 슴부먼트 움짤에 바지를 적시는 중
분노,손에 걸레를 쥐고 키보드를 치고
분노,아무리 날 욕해봐도 안되잖아 위로
분노,그럴수록 난 괜찮아 반대로 더 좋아
분노,왜냠 I'm a crazy dog
분노,맞아 미친개 그래 미친개
분노,이런 미친년 웬만함 여자한테
분노,욕 안 하는데 얜 진짜 미친년
분노,잠깐만 저기 거기 여기 오지 마요
분노,예방접종 안 한 암캐 한 마리 미친견
분노,여성부 하지마 욕 얘 허락 맡았으니까
분노,난 절대 안 여성 혐오해
분노,예지의 똘끼가 풍부히 흐르는 달나라로
분노,im just hitchhiking 어서 타 뭐해
분노,그래 예지야 오빠랑 너 해보고 싶었다며
분노,실제 하게 되니 어때 소문대로 맛 좋아
분노,아휴 부끄러워라 나도 니 포부
분노,큰 가슴 보며 하고 싶었어 물론 랩 (make it baby)
분노,저질 이건 걍 음악이다 임마
분노,내 머릿속은 이런 잡것들 뛰어다닌다 막
분노,내가 사랑 노래하는 이유
분노,cuz im crazy dog 그래 미친개 완전 미친놈
분노,언제부턴가 내 안에
분노,something insane in the membrane
분노,그게 나올 때마다 들킬까 무서워
분노,사람 좋은 얼굴 짓고 있나 몰라
분노,잠에서 깨어 캄캄한 내 방
분노,창밖 빗소리 나 혼자 남겨진 듯해
분노,이대로 누워 영원히 잠드는 것도
분노,괜찮을 것 같아 괜찮을 것 같아
분노,3월 3일
분노,일기를 쓰고 있어 사진을 보면서
분노,우리는 환하게 웃고 있어
분노,아직도 믿겨지지 않아 헤어졌단 사실
분노,이토록 행복했는데 넌 그저 수많은 의문과 거짓을 뱉은 채
분노,듣고 있어 오늘은 네 결혼식이야
분노,이젠 성공해서 널 다시 데려오겠단 꿈도 끝
분노,대신 꾸는 건 너의 결혼식 참석하는 매일 그 똑같은 끔찍한 꿈
분노,하얀 웨딩드레스 입은 넌 내게 팔짱 끼며
분노,(같이 사진 찍자) 웃으면 난 저항 못하고 인형
분노,처럼 네 남편 될 사람 옆에서 흐리지만 노력해서
분노,얼굴 보는 순간 꿈에서 깨서 질러 비명
분노,정신과 상담을 받았어 우울증 초기래
분노,내 솔직한 감정을 일기처럼 써보래
분노,그리고 힘들 때마다 먹으라 처방해준 약
분노,삼키면 아무 생각 안 나고 잠에 든…다…
분노,3월 17일
분노,젠장할 뭔가 잘못됐나 봐 괴로울 때마다
분노,약을 먹다 보니까 기준칠 훨씬 넘겨
분노,내가 내가 아닌 것 같고 점점
분노,감정 기복 심하데니 의사가 권유해 받아본 카운셀링
분노,(요즘 무슨 생각하죠?) 널 파멸 시킬 복수 생각
분노,(어떻게요?) 일단 네 남편 치과에 가
분노,증거들 가지고 새빨간 거짓말들 이런 짓 한 애다
분노,심지어 당신 결혼식 몇 주 전도 나와 함께였었다고 자 신고해 봐
분노,매우 위험한 상태래 걸 뒷받침하듯
분노,자살을 생각하게 돼 사람들 한강을 찾는
분노,이율 알겠어 Biggie 'Suicidal Thoughts'
분노,노랠 듣고 '자살 생각'이란 노래도 만들었어
분노,기억해 작년 크리스마스
분노,넌 연락 끊기더니 한참 뒤늦게 왔고 나중에 알고 보니
분노,현재 네 남편 치과의사와 뒹굴던 중 그때 그 키스마크
분노,(생각하니) 또 손이 떨려
분노,(약 어디 뒀지) 술과 삼켜
분노,4월 3일
